id	parent_id	scientific_name	rank	extinct	english_label	wikidata_id	wikipedia_url	source_id
32FZJ	926DB	Cuproxena latiana	species	false	Cuproxena latiana	Q13505656	https://en.wikipedia.org/wiki/Cuproxena_latiana	219318
32FZK	926DB	Cuproxena minimana	species	false	Cuproxena minimana	Q13505657	https://en.wikipedia.org/wiki/Cuproxena_minimana	219318
32FZL	926DB	Cuproxena neonereidana	species	false	Cuproxena neonereidana	Q13505658	https://en.wikipedia.org/wiki/Cuproxena_neonereidana	219318
32FZM	926DB	Cuproxena nereidana	species	false	Cuproxena nereidana	Q13505659	https://en.wikipedia.org/wiki/Cuproxena_nereidana	219318
32FZN	926DB	Cuproxena paracornuta	species	false	Cuproxena paracornuta	Q13505660	https://en.wikipedia.org/wiki/Cuproxena_paracornuta	219318
32FZP	926DB	Cuproxena pseudoplesia	species	false	Cuproxena pseudoplesia	Q13505661	https://en.wikipedia.org/wiki/Cuproxena_pseudoplesia	219318
32FZQ	926DB	Cuproxena serrata	species	false	Cuproxena serrata	Q13505662	https://en.wikipedia.org/wiki/Cuproxena_serrata	219318
32FZR	926DB	Cuproxena speculana	species	false	Cuproxena speculana	Q13505663	https://en.wikipedia.org/wiki/Cuproxena_speculana	219318
32FZS	926DB	Cuproxena subunicolora	species	false	Cuproxena subunicolora	Q13505664	https://en.wikipedia.org/wiki/Cuproxena_subunicolora	219318
32FZT	926DB	Cuproxena trema	species	false	Cuproxena trema	Q13505666	https://en.wikipedia.org/wiki/Cuproxena_trema	219318
32FZV	926DB	Cuproxena virifloscula	species	false	Cuproxena virifloscula	Q13505669	https://en.wikipedia.org/wiki/Cuproxena_virifloscula	219318
32G3G	3XFM	Curaeus curaeus	species	false	Austral Blackbird	Q1588444	https://en.wikipedia.org/wiki/Austral_blackbird	2144
32G3J	3XFN	Curalium cronini	species	false	Curalium	Q5194608	https://en.wikipedia.org/wiki/Curalium	2144
32H6Y	8HF6R	Curculio glandium	species	false	Curculio glandium	Q901060	https://en.wikipedia.org/wiki/Curculio_glandium	1039
32HTC	8HF6R	Curculio nucum	species	false	nut weevil	Q1588315	https://en.wikipedia.org/wiki/Curculio_nucum	1039
32J4Z	8HF6R	Curculio proboscideus	species	false	Large chestnut weevil	Q28773377	https://en.wikipedia.org/wiki/Large_chestnut_weevil	1039
32JK	D2Z	Arenophryne	genus	false				2144
32K	V2	Cuculiformes	order	false				2144
32K83	3XGD	Curicta pronotata	species	false	Curicta pronotata	Q10463674	https://en.wikipedia.org/wiki/Curicta_pronotata	2144
32K87	3XGD	Curicta scorpio	species	false	Curicta scorpio	Q10463675	https://en.wikipedia.org/wiki/Curicta_scorpio	2144
32KD	628BH	Arescus	genus	false				2144
32KG5	BJ992	Curiofrea curiosa	species	false	Curiofrea curiosa	Q14835136	https://en.wikipedia.org/wiki/Curiofrea_curiosa	1032
32KHS	BJ652	Curitiba brunni	species	false	Curitiba brunni	Q2246644	https://en.wikipedia.org/wiki/Curitiba_brunni	1032
32KHX	BJ993	Curius chemsaki	species	false	Curius chemsaki	Q14835138	https://en.wikipedia.org/wiki/Curius_chemsaki	1032
32KJ2	BJ993	Curius dentatus	species	false	Curius dentatus	Q2774741	https://en.wikipedia.org/wiki/Curius_dentatus	1032
32KJ5	BJ993	Curius panamensis	species	false	Curius panamensis	Q14835140	https://en.wikipedia.org/wiki/Curius_panamensis	1032
32KJ6	BJ993	Curius punctatus	species	false	Curius punctatus	Q14835139	https://en.wikipedia.org/wiki/Curius_punctatus	1032
32KJJ	7P2LM	Curnon granulosa	species	false	Curnon granulosa	Q63727061	https://en.wikipedia.org/wiki/Curnon_granulosa	1130
32KL	DB5	Areticulata	genus					1172
32KMS	3XHF	Cursorius coromandelicus	species	false	Indian Courser	Q546548	https://en.wikipedia.org/wiki/Indian_courser	2144
32KMT	3XHF	Cursorius cursor	species	false	Cream-coloured Courser	Q219199	https://en.wikipedia.org/wiki/Cream-coloured_courser	2144
32KMV	3XHF	Cursorius somalensis	species	false	Somali Courser	Q1261239	https://en.wikipedia.org/wiki/Somali_courser	2144
32KMW	3XHF	Cursorius temminckii	species	false	Temminck's Courser	Q1063704	https://en.wikipedia.org/wiki/Temminck%27s_courser	2144
32KXL	BJ994	Curtomerus brunneus	species	false	Curtomerus brunneus	Q14835149	https://en.wikipedia.org/wiki/Curtomerus_brunneus	1032
32KXM	BJ994	Curtomerus fasciatus	species	false	Curtomerus fasciatus	Q14835148	https://en.wikipedia.org/wiki/Curtomerus_fasciatus	1032
32KXN	BJ994	Curtomerus flavus	species	false	Curtomerus flavus	Q14835144	https://en.wikipedia.org/wiki/Curtomerus_flavus	1032
32KXQ	BJ994	Curtomerus lingafelteri	species	false	Curtomerus lingafelteri	Q15861567	https://en.wikipedia.org/wiki/Curtomerus_lingafelteri	1032
32KXT	BJ994	Curtomerus piraiuba	species	false	Curtomerus piraiuba	Q14835142	https://en.wikipedia.org/wiki/Curtomerus_piraiuba	1032
32KXV	BJ994	Curtomerus puncticollis	species	false	Curtomerus puncticollis	Q14835146	https://en.wikipedia.org/wiki/Curtomerus_puncticollis	1032
32KXW	BJ994	Curtomerus purus	species	false	Curtomerus purus	Q14835145	https://en.wikipedia.org/wiki/Curtomerus_purus	1032
32L4	6PN	Argas	genus					1030
32L9T	BJ995	Curuapira apyama	species	false	Curuapira apyama	Q14835150	https://en.wikipedia.org/wiki/Curuapira_apyama	1032
32L9V	BJ995	Curuapira tuberosa	species	false	Curuapira tuberosa	Q14835151	https://en.wikipedia.org/wiki/Curuapira_tuberosa	1032
32LDC	7P2LS	Curveulima titahica	species	false	Curveulima titahica	Q3141019	https://en.wikipedia.org/wiki/Curveulima_titahica	1130
32LKM	3XKB	Cuscomys ashaninka	species	false	Asháninka arboreal chinchilla rat	Q1849058	https://en.wikipedia.org/wiki/Ash%C3%A1ninka_arboreal_chinchilla_rat	2144
32MFD	926DP	Cuspidata anthracitis	species	false	Cuspidata anthracitis	Q13505831	https://en.wikipedia.org/wiki/Cuspidata_anthracitis	219318
32MFF	926DP	Cuspidata castanea	species	false	Cuspidata castanea	Q13505833	https://en.wikipedia.org/wiki/Cuspidata_castanea	219318
32MFG	926DP	Cuspidata ditoma	species	false	Cuspidata ditoma	Q13505834	https://en.wikipedia.org/wiki/Cuspidata_ditoma	219318
32MFH	926DP	Cuspidata hypomelas	species	false	Cuspidata hypomelas	Q13505835	https://en.wikipedia.org/wiki/Cuspidata_hypomelas	219318
32MFJ	926DP	Cuspidata micaria	species	false	Cuspidata micaria	Q13505837	https://en.wikipedia.org/wiki/Cuspidata_micaria	219318
32MFK	926DP	Cuspidata obscura	species	false	Cuspidata obscura	Q13505838	https://en.wikipedia.org/wiki/Cuspidata_obscura	219318
32MFL	926DP	Cuspidata oligosperma	species	false	Cuspidata oligosperma	Q13505839	https://en.wikipedia.org/wiki/Cuspidata_oligosperma	219318
32MFM	926DP	Cuspidata viettei	species	false	Cuspidata viettei	Q13505840	https://en.wikipedia.org/wiki/Cuspidata_viettei	219318
32MKT	926DR	Cusuma flavifusa	species	false	Cusuma flavifusa	Q13505842	https://en.wikipedia.org/wiki/Cusuma_flavifusa	185410
32MRW	7NV2J	Cuthona methana	species	false	Cuthona methana	Q61706130	https://en.wikipedia.org/wiki/Cuthona_methana	1130
32MTB	7P2LW	Cuthonella abyssicola	species	false	Cuthonella abyssicola	Q61684360	https://en.wikipedia.org/wiki/Cuthonella_abyssicola	1130
32MTR	3XLC	Cutia legalleni	species	false	Vietnamese Cutia	Q952984	https://en.wikipedia.org/wiki/Vietnamese_cutia	2144
32MTS	3XLC	Cutia nipalensis	species	false	Himalayan Cutia	Q1092863	https://en.wikipedia.org/wiki/Himalayan_cutia	2144
32N7F	BJ997	Cyanagapanthia aurecens	species	false	Cyanagapanthia aurecens	Q14835155	https://en.wikipedia.org/wiki/Cyanagapanthia_aurecens	1032
32N7G	BJ997	Cyanagapanthia bicolor	species	false	Cyanagapanthia bicolor	Q14835154	https://en.wikipedia.org/wiki/Cyanagapanthia_bicolor	1032
32N7H	7P7B7	Cyanagraea praedator	species	false	Cyanagraea praedator	Q13506092	https://en.wikipedia.org/wiki/Cyanagraea_praedator	1108
32NBR	84MNB	Cyanea ferruginea	species	false	Cyanea ferruginea	Q3386185	https://en.wikipedia.org/wiki/Cyanea_ferruginea	1188
32NCL	84MNB	Cyanea lamarckii	species	false	Cyanea lamarckii	Q774838	https://en.wikipedia.org/wiki/Blue_jellyfish	1188
32NDF	84MNB	Cyanea nozakii	species	false	Cyanea nozakii	Q2060326	https://en.wikipedia.org/wiki/Cyanea_nozakii	1188
32NDX	84MNB	Cyanea purpurea	species	false	Cyanea purpurea	Q3382100	https://en.wikipedia.org/wiki/Cyanea_purpurea	1188
32NFC	BJ998	Cyaneophytoecia sospita	species	false	Cyaneophytoecia sospita	Q2300604	https://en.wikipedia.org/wiki/Cyaneophytoecia_sospita	1032
32NFD	3XMX	Cyanerpes caeruleus	species	false	Purple Honeycreeper	Q518693	https://en.wikipedia.org/wiki/Purple_honeycreeper	2144
32NFF	3XMX	Cyanerpes lucidus	species	false	Shining Honeycreeper	Q794373	https://en.wikipedia.org/wiki/Shining_honeycreeper	2144
32NFG	3XMX	Cyanerpes nitidus	species	false	Short-billed Honeycreeper	Q1300439	https://en.wikipedia.org/wiki/Short-billed_honeycreeper	2144
32NFJ	3XMZ	Cyanicterus cyanicterus	species	false	Blue-backed Tanager	Q899711	https://en.wikipedia.org/wiki/Blue-backed_tanager	2144
32NH	LDD	Argogorytes	genus	false				2144
32NH2	3XN8	Cyanistes caeruleus	species	false	Eurasian blue tit	Q25404	https://en.wikipedia.org/wiki/Eurasian_blue_tit	2144
32NH3	3XN8	Cyanistes cyanus	species	false	Azure Tit	Q499283	https://en.wikipedia.org/wiki/Azure_tit	2144
32NH6	3XN8	Cyanistes teneriffae	species	false	African Blue Tit	Q10546857	https://en.wikipedia.org/wiki/African_blue_tit	2144
32NKH	3XNL	Cyanocitta cristata	species	false	Blue Jay	Q199758	https://en.wikipedia.org/wiki/Blue_jay	2144
32NKJ	3XNL	Cyanocitta stelleri	species	false	Steller's Jay	Q838749	https://en.wikipedia.org/wiki/Steller%27s_jay	2144
32NLC	3XNP	Cyanocorax affinis	species	false	Black-chested Jay	Q1588102	https://en.wikipedia.org/wiki/Black-chested_jay	2144
32NLD	3XNP	Cyanocorax beecheii	species	false	Purplish-backed Jay	Q223370	https://en.wikipedia.org/wiki/Purplish-backed_jay	2144
32NLF	3XNP	Cyanocorax cayanus	species	false	Cayenne Jay	Q1300954	https://en.wikipedia.org/wiki/Cayenne_jay	2144
32NLG	3XNP	Cyanocorax chrysops	species	false	Plush-crested Jay	Q693625	https://en.wikipedia.org/wiki/Plush-crested_jay	2144
32NLH	3XNP	Cyanocorax cristatellus	species	false	Curl-crested Jaya	Q1433700	https://en.wikipedia.org/wiki/Curl-crested_jay	2144
32NLJ	3XNP	Cyanocorax cyanomelas	species	false	Purplish Jay	Q1433146	https://en.wikipedia.org/wiki/Purplish_jay	2144
32NLK	3XNP	Cyanocorax cyanopogon	species	false	White-naped Jay	Q2667854	https://en.wikipedia.org/wiki/White-naped_jay	2144
32NLL	3XNP	Cyanocorax dickeyi	species	false	Tufted Jay	Q1587951	https://en.wikipedia.org/wiki/Tufted_jay	2144
32NLM	3XNP	Cyanocorax heilprini	species	false	Azure-naped Jay	Q2667834	https://en.wikipedia.org/wiki/Azure-naped_jay	2144
32NLN	3XNP	Cyanocorax luxuosus	species	false	Green Jay	Q15616389	https://en.wikipedia.org/wiki/Green_jay	2144
32NLP	3XNP	Cyanocorax melanocyaneus	species	false	Bushy-crested Jay	Q944751	https://en.wikipedia.org/wiki/Bushy-crested_jay	2144
32NLQ	3XNP	Cyanocorax morio	species	false	Brown Jay	Q28872863	https://en.wikipedia.org/wiki/Brown_jay	2144
32NLR	3XNP	Cyanocorax mystacalis	species	false	White-tailed Jay	Q2667615	https://en.wikipedia.org/wiki/White-tailed_jay	2144
32NLS	3XNP	Cyanocorax sanblasianus	species	false	San Blas Jay	Q481700	https://en.wikipedia.org/wiki/San_Blas_jay	2144
32NLV	3XNP	Cyanocorax yncas	species	false	Cyanocorax yncas	Q918078	https://en.wikipedia.org/wiki/Inca_jay	2144
32NLW	3XNP	Cyanocorax yucatanicus	species	false	Yucatan Jay	Q1092061	https://en.wikipedia.org/wiki/Yucatan_jay	2144
32NMY	3XP2	Cyanolanius madagascarinus	species	false	Blue Vanga	Q509183	https://en.wikipedia.org/wiki/Madagascar_blue_vanga	2144
32NN5	3XP7	Cyanoliseus patagonus	species	false	Burrowing Parrot	Q211253	https://en.wikipedia.org/wiki/Burrowing_parrot	2144
32NN6	3XP8	Cyanoloxia glaucocaerulea	species	false	Indigo Grosbeak	Q1591168	https://en.wikipedia.org/wiki/Glaucous-blue_grosbeak	2144
32NN8	3XP9	Cyanolyca argentigula	species	false	Silvery-throated Jay	Q1587566	https://en.wikipedia.org/wiki/Silvery-throated_jay	2144
32NN9	3XP9	Cyanolyca armillata	species	false	Black-collared Jay	Q1587918	https://en.wikipedia.org/wiki/Black-collared_jay	2144
32NNB	3XP9	Cyanolyca mirabilis	species	false	White-throated Jay	Q1587927	https://en.wikipedia.org/wiki/White-throated_jay	2144
32NNC	3XP9	Cyanolyca nanus	species	false	Dwarf Jay	Q763058	https://en.wikipedia.org/wiki/Dwarf_jay	2144
32NNF	3XP9	Cyanolyca pumilo	species	false	black-throated Jay	Q1587590	https://en.wikipedia.org/wiki/Black-throated_jay	2144
32NNG	3XP9	Cyanolyca turcosa	species	false	Turquoise Jay	Q1083056	https://en.wikipedia.org/wiki/Turquoise_jay	2144
32NNH	3XP9	Cyanolyca viridicyanus	species	false	White-collared Jay	Q1591091	https://en.wikipedia.org/wiki/White-collared_jay	2144
32NNL	3XPC	Cyanomitra alinae	species	false	Blue-headed Sunbird	Q1312406	https://en.wikipedia.org/wiki/Blue-headed_sunbird	2144
32NNM	3XPC	Cyanomitra bannermani	species	false	Bannerman's Sunbird	Q3729613	https://en.wikipedia.org/wiki/Bannerman%27s_sunbird	2144
32NNN	3XPC	Cyanomitra cyanolaema	species	false	Blue-throated Brown Sunbird	Q1923333	https://en.wikipedia.org/wiki/Blue-throated_brown_sunbird	2144
32NNP	3XPC	Cyanomitra olivacea	species	false	Olive Sunbird	Q1083204	https://en.wikipedia.org/wiki/Olive_sunbird	2144
32NNQ	3XPC	Cyanomitra oritis	species	false	Cameroon Sunbird	Q3729636	https://en.wikipedia.org/wiki/Cameroon_sunbird	2144
32NNR	3XPC	Cyanomitra veroxii	species	false	Grey Sunbird	Q2606563	https://en.wikipedia.org/wiki/Grey_sunbird	2144
32NNS	3XPC	Cyanomitra verticalis	species	false	Green-headed Sunbird	Q767069	https://en.wikipedia.org/wiki/Green-headed_sunbird	2144
32NR9	3XPS	Cyanopica cooki	species	false	Iberian Magpie	Q12256020	https://en.wikipedia.org/wiki/Iberian_magpie	2144
32NS5	3XPW	Cyanopsitta spixii	species	false	Spix's Macaw	Q743214	https://en.wikipedia.org/wiki/Spix%27s_macaw	2144
32NX8	3XPY	Cyanoptila cumatilis	species	false	Zappey's Flycatcher	Q15461907	https://en.wikipedia.org/wiki/Zappey%27s_flycatcher	2144
32NX9	3XPY	Cyanoptila cyanomelana	species	false	Blue-and-white Flycatcher	Q73477	https://en.wikipedia.org/wiki/Blue-and-white_flycatcher	2144
32NXC	3XQ4	Cyanoramphus auriceps	species	false	Yellow-crowned Parakeet	Q1024059	https://en.wikipedia.org/wiki/Yellow-crowned_parakeet	2144
32NXD	3XQ4	Cyanoramphus cookii	species	false	Norfolk Parakeet	Q1066559	https://en.wikipedia.org/wiki/Norfolk_parakeet	2144
32NXF	3XQ4	Cyanoramphus malherbi	species	false	Orange-fronted parakeet	Q690284	https://en.wikipedia.org/wiki/Cyanoramphus_malherbi	2144
32NXG	3XQ4	Cyanoramphus novaezelandiae	species	false	Red-crowned Parakeet	Q198837	https://en.wikipedia.org/wiki/Red-crowned_parakeet	2144
32NXH	3XQ4	Cyanoramphus saisseti	species	false	Cyanoramphus saisseti	Q1266573	https://en.wikipedia.org/wiki/New_Caledonian_parakeet	2144
32NXK	3XQ4	Cyanoramphus unicolor	species	false	Antipodes parakeet	Q240529	https://en.wikipedia.org/wiki/Antipodes_parakeet	2144
32P9J	BJ99C	Cyardium castelnaudii	species	false	Cyardium castelnaudii	Q14847279	https://en.wikipedia.org/wiki/Cyardium_castelnaudii	1032
32P9K	BJ99C	Cyardium cribrosum	species	false	Cyardium cribrosum	Q14847282	https://en.wikipedia.org/wiki/Cyardium_cribrosum	1032
32P9L	BJ99C	Cyardium granulatum	species	false	Cyardium granulatum	Q14847283	https://en.wikipedia.org/wiki/Cyardium_granulatum	1032
32P9M	BJ99C	Cyardium malaccense	species	false	Cyardium malaccense	Q14847278	https://en.wikipedia.org/wiki/Cyardium_malaccense	1032
32P9N	BJ99C	Cyardium obscurum	species	false	Cyardium obscurum	Q14847281	https://en.wikipedia.org/wiki/Cyardium_obscurum	1032
32P9Q	BJ99C	Cyardium variegatum	species	false	Cyardium variegatum	Q14847280	https://en.wikipedia.org/wiki/Cyardium_variegatum	1032
32QK	62725	Argyrocorys	genus					1031
32RP	B6NTM	Argyroploce	genus	false				219318
32S9C	8KVP2	Cychrus aeneus	species	false	Cychrus aeneus	Q5197972	https://en.wikipedia.org/wiki/Cychrus_aeneus	1146
32S9G	8KVP2	Cychrus anatolicus	species	false	Cychrus anatolicus	Q5197974	https://en.wikipedia.org/wiki/Cychrus_anatolicus	1146
32S9M	8KVP2	Cychrus angulicollis	species	false	Cychrus angulicollis	Q5197975	https://en.wikipedia.org/wiki/Cychrus_angulicollis	1146
32S9N	8KVP2	Cychrus angustatus	species	false	Cychrus angustatus	Q5197976	https://en.wikipedia.org/wiki/Cychrus_angustatus	1146
32S9S	8KVP2	Cychrus angustior	species	false	Cychrus angustior	Q5197977	https://en.wikipedia.org/wiki/Cychrus_angustior	1146
32S9T	8KVP2	Cychrus angustitarsalis	species	false	Cychrus angustitarsalis	Q5197978	https://en.wikipedia.org/wiki/Cychrus_angustitarsalis	1146
32S9Y	8KVP2	Cychrus attenuatus	species	false	Cychrus attenuatus	Q572374	https://en.wikipedia.org/wiki/Cychrus_attenuatus	1146
32S9Z	8KVP2	Cychrus auvrayorum	species	false	Cychrus auvrayorum	Q5197981	https://en.wikipedia.org/wiki/Cychrus_auvrayorum	1146
32SB5	8KVP2	Cychrus cordicollis	species	false	Cychrus cordicollis	Q5197995	https://en.wikipedia.org/wiki/Cychrus_cordicollis	1146
32SB6	8KVP2	Cychrus cordithorax	species	false	Cychrus cordithorax	Q5197996	https://en.wikipedia.org/wiki/Cychrus_cordithorax	1146
32SBD	8KVP2	Cychrus cylindricollis	species	false	Cychrus cylindricollis	Q5197998	https://en.wikipedia.org/wiki/Cychrus_cylindricollis	1146
32SBF	8KVP2	Cychrus daochengicus	species	false	Cychrus daochengicus	Q5198001	https://en.wikipedia.org/wiki/Cychrus_daochengicus	1146
32SBG	8KVP2	Cychrus davidis	species	false	Cychrus davidis	Q5198002	https://en.wikipedia.org/wiki/Cychrus_davidis	1146
32SBK	8KVP2	Cychrus deuveianus	species	false	Cychrus deuveianus	Q5198003	https://en.wikipedia.org/wiki/Cychrus_deuveianus	1146
32SBP	8KVP2	Cychrus dolichognathus	species	false	Cychrus dolichognathus	Q5198004	https://en.wikipedia.org/wiki/Cychrus_dolichognathus	1146
32SBS	8KVP2	Cychrus dufouri	species	false	Cychrus dufouri	Q5198005	https://en.wikipedia.org/wiki/Cychrus_dufouri	1146
32SBV	8KVP2	Cychrus elongatulus	species	false	Cychrus elongatulus	Q5198007	https://en.wikipedia.org/wiki/Cychrus_elongatulus	1146
32SBY	8KVP2	Cychrus evae	species	false	Cychrus evae	Q5198009	https://en.wikipedia.org/wiki/Cychrus_evae	1146
32SC6	8KVP2	Cychrus furumii	species	false	Cychrus furumii	Q5198012	https://en.wikipedia.org/wiki/Cychrus_furumii	1146
32SCD	8KVP2	Cychrus grajus	species	false	Cychrus grajus	Q5198014	https://en.wikipedia.org/wiki/Cychrus_grajus	1146
32SCF	8KVP2	Cychrus grumulifer	species	false	Cychrus grumulifer	Q5198015	https://en.wikipedia.org/wiki/Cychrus_grumulifer	1146
32SCH	8KVP2	Cychrus haesitans	species	false	Cychrus haesitans	Q5198016	https://en.wikipedia.org/wiki/Cychrus_haesitans	1146
32SCJ	8KVP2	Cychrus hampei	species	false	Cychrus hampei	Q5198017	https://en.wikipedia.org/wiki/Cychrus_hampei	1146
32SCM	8KVP2	Cychrus hemphillii	species	false	Cychrus hemphillii	Q5198018	https://en.wikipedia.org/wiki/Cychrus_hemphillii	1146
32SCV	8KVP2	Cychrus inframontes	species	false	Cychrus inframontes	Q5198021	https://en.wikipedia.org/wiki/Cychrus_inframontes	1146
32SD3	8KVP2	Cychrus italicus	species	false	Cychrus italicus	Q5198022	https://en.wikipedia.org/wiki/Cychrus_italicus	1146
32SD7	8KVP2	Cychrus janatai	species	false	Cychrus janatai	Q5198024	https://en.wikipedia.org/wiki/Cychrus_janatai	1146
32SD8	8KVP2	Cychrus jinchuanensis	species	false	Cychrus jinchuanensis	Q5198025	https://en.wikipedia.org/wiki/Cychrus_jinchuanensis	1146
32SD9	8KVP2	Cychrus jirouxi	species	false	Cychrus jirouxi	Q5198026	https://en.wikipedia.org/wiki/Cychrus_jirouxi	1146
32SDD	8KVP2	Cychrus kalabi	species	false	Cychrus kalabi	Q5198028	https://en.wikipedia.org/wiki/Cychrus_kalabi	1146
32SDK	8KVP2	Cychrus kaznakovi	species	false	Cychrus kaznakovi	Q5198029	https://en.wikipedia.org/wiki/Cychrus_kaznakovi	1146
32SDL	8KVP2	Cychrus keithi	species	false	Cychrus keithi	Q5198030	https://en.wikipedia.org/wiki/Cychrus_keithi	1146
32SDN	8KVP2	Cychrus koiwayai	species	false	Cychrus koiwayai	Q5198031	https://en.wikipedia.org/wiki/Cychrus_koiwayai	1146
32SDR	8KVP2	Cychrus korotyaevi	species	false	Cychrus korotyaevi	Q5198035	https://en.wikipedia.org/wiki/Cychrus_korotyaevi	1146
32SDS	8KVP2	Cychrus kozlovi	species	false	Cychrus kozlovi	Q5198036	https://en.wikipedia.org/wiki/Cychrus_kozlovi	1146
32SDT	8KVP2	Cychrus kralianus	species	false	Cychrus kralianus	Q5198037	https://en.wikipedia.org/wiki/Cychrus_kralianus	1146
32SDV	8KVP2	Cychrus kubani	species	false	Cychrus kubani	Q5198039	https://en.wikipedia.org/wiki/Cychrus_kubani	1146
32SDW	8KVP2	Cychrus kvetoslavae	species	false	Cychrus kvetoslavae	Q5198040	https://en.wikipedia.org/wiki/Cychrus_kvetoslavae	1146
32SDX	8KVP2	Cychrus lajinensis	species	false	Cychrus lajinensis	Q5198041	https://en.wikipedia.org/wiki/Cychrus_lajinensis	1146
32SDY	8KVP2	Cychrus lanpingensis	species	false	Cychrus lanpingensis	Q5198042	https://en.wikipedia.org/wiki/Cychrus_lanpingensis	1146
32SF2	8KVP2	Cychrus moerkuaicus	species	false	Cychrus moerkuaicus	Q5198055	https://en.wikipedia.org/wiki/Cychrus_moerkuaicus	1146
